"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Newman","MRSA252","HO_5096_0412","S0385"
"Cluster_642","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02315_+_+_Newman_02316_+_+_CO_R","MRSA252_+_+_MRSA252_02323_+_+_MRSA252_02324_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_02238_+_+_HO_5096_0412_02239_+_+_CO_R","S0385_+_+_S0385_02303_+_+_S0385_02304_+_+_CO_R"
"Cluster_196","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00139_+_+_Newman_00140_+_+_DP","MRSA252_+_+_MRSA252_00190_+_+_MRSA252_00191_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_00164_+_+_HO_5096_0412_00165_+_+_DP","S0385_+_+_S0385_00212_+_+_S0385_00213_+_+_DP"
"Cluster_1611","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00566_+_+_Newman_00567_+_+_DP","MRSA252_+_+_MRSA252_00558_+_+_MRSA252_00559_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_00508_+_+_HO_5096_0412_00509_+_+_DP","S0385_+_+_S0385_00639_+_+_S0385_00640_+_+_DP"
"Cluster_1319","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02319_+_+_Newman_02320_+_+_CO_R","MRSA252_+_+_MRSA252_02328_+_+_MRSA252_02329_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_02242_+_+_HO_5096_0412_02243_+_+_CO_R","S0385_+_+_S0385_02307_+_+_S0385_02308_+_+_CO_R"
"Cluster_241","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02653_+_+_Newman_02654_+_+_DP","MRSA252_+_+_MRSA252_02657_+_+_MRSA252_02658_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_02578_+_+_HO_5096_0412_02579_+_+_DP","S0385_+_+_S0385_02637_+_+_S0385_02638_+_+_DP"
"Cluster_199","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00258_+_+_Newman_00259_+_+_DP","MRSA252_+_+_MRSA252_00297_+_+_MRSA252_00298_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_00272_+_+_HO_5096_0412_00273_+_+_DP","S0385_+_+_S0385_00319_+_+_S0385_00320_+_+_DP"
"Cluster_2546","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01699_+_+_Newman_01700_+_+_CO_R","MRSA252_+_+_MRSA252_01768_+_+_MRSA252_01769_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01681_+_+_HO_5096_0412_01682_+_+_CO_R","S0385_+_+_S0385_01784_+_+_S0385_01785_+_+_CO_R"
"Cluster_1527","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01039_+_+_Newman_01040_+_+_CO_R","MRSA252_+_+_MRSA252_01077_+_+_MRSA252_01078_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_00986_+_+_HO_5096_0412_00987_+_+_CO_R","S0385_+_+_S0385_01128_+_+_S0385_01129_+_+_CO_R"
"Cluster_1749","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01013_+_+_Newman_01014_+_+_DP","MRSA252_+_+_MRSA252_01051_+_+_MRSA252_01052_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_00960_+_+_HO_5096_0412_00961_+_+_DP","S0385_+_+_S0385_01102_+_+_S0385_01103_+_+_DP"
"Cluster_1450","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02136_+_+_Newman_02137_+_+_DP","MRSA252_+_+_MRSA252_02143_+_+_MRSA252_02144_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_02062_+_+_HO_5096_0412_02063_+_+_DP","S0385_+_+_S0385_02112_+_+_S0385_02113_+_+_DP"
"Cluster_214","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00995_+_+_Newman_00996_+_+_CO_R","MRSA252_+_+_MRSA252_01032_+_+_MRSA252_01033_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_00942_+_+_HO_5096_0412_00943_+_+_CO_R","S0385_+_+_S0385_01084_+_+_S0385_01085_+_+_CO_R"
"Cluster_1827","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01680_+_+_Newman_01681_+_+_CO_R","MRSA252_+_+_MRSA252_01749_+_+_MRSA252_01750_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01662_+_+_HO_5096_0412_01663_+_+_CO_R","S0385_+_+_S0385_01765_+_+_S0385_01766_+_+_CO_R"
"Cluster_1422","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01368_+_+_Newman_01369_+_+_DT","MRSA252_+_+_MRSA252_01362_+_+_MRSA252_01363_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_01261_+_+_HO_5096_0412_01262_+_+_DT","S0385_+_+_S0385_01385_+_+_S0385_01386_+_+_DT"
"Cluster_816","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01335_+_+_Newman_01336_+_+_DP","MRSA252_+_+_MRSA252_01327_+_+_MRSA252_01328_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_01225_+_+_HO_5096_0412_01226_+_+_DP","S0385_+_+_S0385_01350_+_+_S0385_01351_+_+_DP"
"Cluster_600","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00008_+_+_Newman_00010_+_+_CO_F","MRSA252_+_+_MRSA252_00008_+_+_MRSA252_00010_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00008_+_+_HO_5096_0412_00010_+_+_CO_F","S0385_+_+_S0385_00008_+_+_S0385_00010_+_+_CO_F"
"Cluster_327","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00819_+_+_Newman_00820_+_+_DT","MRSA252_+_+_MRSA252_00846_+_+_MRSA252_00847_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_00759_+_+_HO_5096_0412_00760_+_+_DT","S0385_+_+_S0385_00894_+_+_S0385_00895_+_+_DT"
"Cluster_760","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00186_+_+_Newman_00187_+_+_CO_F","MRSA252_+_+_MRSA252_00235_+_+_MRSA252_00236_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00212_+_+_HO_5096_0412_00213_+_+_CO_F","S0385_+_+_S0385_00258_+_+_S0385_00259_+_+_CO_F"
"Cluster_1706","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00181_+_+_Newman_00182_+_+_CO_R","MRSA252_+_+_MRSA252_00230_+_+_MRSA252_00231_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_00207_+_+_HO_5096_0412_00208_+_+_CO_R","S0385_+_+_S0385_00253_+_+_S0385_00254_+_+_CO_R"
"Cluster_1093","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02730_+_+_Newman_02731_+_+_CO_R","MRSA252_+_+_MRSA252_02733_+_+_MRSA252_02734_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_02663_+_+_HO_5096_0412_02664_+_+_CO_R","S0385_+_+_S0385_02712_+_+_S0385_02713_+_+_CO_R"
"Cluster_2644","","","4","10","2.5","","","","","","","","","Newman_+_+_Newman_00306_+_+_Newman_00307_+_+_CO_F	Newman_+_+_Newman_01094_+_+_Newman_01095_+_+_CO_F	Newman_+_+_Newman_01962_+_+_Newman_01963_+_+_CO_R	Newman_+_+_Newman_02092_+_+_Newman_02093_+_+_CO_R","MRSA252_+_+_MRSA252_01525_+_+_MRSA252_01526_+_+_CO_R	MRSA252_+_+_MRSA252_02100_+_+_MRSA252_02101_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01450_+_+_HO_5096_0412_01451_+_+_CO_R	HO_5096_0412_+_+_HO_5096_0412_02013_+_+_HO_5096_0412_02014_+_+_CO_R","S0385_+_+_S0385_00364_+_+_S0385_00365_+_+_CO_F	S0385_+_+_S0385_01557_+_+_S0385_01558_+_+_CO_R"
"Cluster_667","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00886_+_+_Newman_00887_+_+_CO_F","MRSA252_+_+_MRSA252_00913_+_+_MRSA252_00914_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00827_+_+_HO_5096_0412_00828_+_+_CO_F","S0385_+_+_S0385_00961_+_+_S0385_00962_+_+_CO_F"
"Cluster_1513","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00460_+_+_Newman_00461_+_+_DT","MRSA252_+_+_MRSA252_00447_+_+_MRSA252_00448_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_00399_+_+_HO_5096_0412_00400_+_+_DT","S0385_+_+_S0385_00530_+_+_S0385_00531_+_+_DT"
"Cluster_2650","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00672_+_+_Newman_00673_+_+_CO_F","MRSA252_+_+_MRSA252_00659_+_+_MRSA252_00660_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00606_+_+_HO_5096_0412_00607_+_+_CO_F","S0385_+_+_S0385_00744_+_+_S0385_00745_+_+_CO_F"
"Cluster_2643","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00458_+_+_Newman_00459_+_+_CO_F","MRSA252_+_+_MRSA252_00445_+_+_MRSA252_00446_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00397_+_+_HO_5096_0412_00398_+_+_CO_F","S0385_+_+_S0385_00528_+_+_S0385_00529_+_+_CO_F"
"Cluster_2436","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02557_+_+_Newman_02558_+_+_DT","MRSA252_+_+_MRSA252_02570_+_+_MRSA252_02571_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_02479_+_+_HO_5096_0412_02480_+_+_DT","S0385_+_+_S0385_02543_+_+_S0385_02544_+_+_DT"
"Cluster_2251","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02494_+_+_Newman_02495_+_+_DT","MRSA252_+_+_MRSA252_02506_+_+_MRSA252_02507_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_02415_+_+_HO_5096_0412_02416_+_+_DT","S0385_+_+_S0385_02482_+_+_S0385_02483_+_+_DT"
"Cluster_2531","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00975_+_+_Newman_00976_+_+_DT","MRSA252_+_+_MRSA252_01011_+_+_MRSA252_01012_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_00922_+_+_HO_5096_0412_00923_+_+_DT","S0385_+_+_S0385_01063_+_+_S0385_01064_+_+_DT"
"Cluster_1244","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01550_+_+_Newman_01551_+_+_CO_R","MRSA252_+_+_MRSA252_01611_+_+_MRSA252_01612_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01532_+_+_HO_5096_0412_01533_+_+_CO_R","S0385_+_+_S0385_01635_+_+_S0385_01636_+_+_CO_R"
"Cluster_2207","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02820_+_+_Newman_02821_+_+_CO_F","MRSA252_+_+_MRSA252_02824_+_+_MRSA252_02825_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_02751_+_+_HO_5096_0412_02752_+_+_CO_F","S0385_+_+_S0385_02800_+_+_S0385_02801_+_+_CO_F"
"Cluster_1549","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00552_+_+_Newman_00553_+_+_CO_F","MRSA252_+_+_MRSA252_00544_+_+_MRSA252_00545_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00494_+_+_HO_5096_0412_00495_+_+_CO_F","S0385_+_+_S0385_00625_+_+_S0385_00626_+_+_CO_F"
"Cluster_1595","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01250_+_+_Newman_01251_+_+_CO_F","MRSA252_+_+_MRSA252_01220_+_+_MRSA252_01221_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_01132_+_+_HO_5096_0412_01133_+_+_CO_F","S0385_+_+_S0385_01274_+_+_S0385_01275_+_+_CO_F"
"Cluster_1799","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00944_+_+_Newman_00945_+_+_CO_F","MRSA252_+_+_MRSA252_00978_+_+_MRSA252_00979_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00890_+_+_HO_5096_0412_00891_+_+_CO_F","S0385_+_+_S0385_01034_+_+_S0385_01035_+_+_CO_F"
"Cluster_2634","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01895_+_+_Newman_01896_+_+_CO_R","MRSA252_+_+_MRSA252_01969_+_+_MRSA252_01970_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01875_+_+_HO_5096_0412_01876_+_+_CO_R","S0385_+_+_S0385_01981_+_+_S0385_01982_+_+_CO_R"
"Cluster_2471","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00905_+_+_Newman_00906_+_+_DT","MRSA252_+_+_MRSA252_00933_+_+_MRSA252_00934_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_00847_+_+_HO_5096_0412_00848_+_+_DT","S0385_+_+_S0385_00998_+_+_S0385_00999_+_+_DT"
"Cluster_810","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01383_+_+_Newman_01384_+_+_CO_F","MRSA252_+_+_MRSA252_01379_+_+_MRSA252_01380_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_01276_+_+_HO_5096_0412_01277_+_+_CO_F","S0385_+_+_S0385_01401_+_+_S0385_01402_+_+_CO_F"
"Cluster_2286","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02713_+_+_Newman_02714_+_+_DT","MRSA252_+_+_MRSA252_02716_+_+_MRSA252_02717_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_02641_+_+_HO_5096_0412_02642_+_+_DT","S0385_+_+_S0385_02695_+_+_S0385_02696_+_+_DT"
"Cluster_1808","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01177_+_+_Newman_01178_+_+_CO_F","MRSA252_+_+_MRSA252_01147_+_+_MRSA252_01148_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_01060_+_+_HO_5096_0412_01061_+_+_CO_F","S0385_+_+_S0385_01199_+_+_S0385_01200_+_+_CO_F"
"Cluster_1391","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01360_+_+_Newman_01361_+_+_DT","MRSA252_+_+_MRSA252_01354_+_+_MRSA252_01355_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_01253_+_+_HO_5096_0412_01254_+_+_DT","S0385_+_+_S0385_01377_+_+_S0385_01378_+_+_DT"
"Cluster_1678","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00449_+_+_Newman_00450_+_+_CO_F","MRSA252_+_+_MRSA252_00437_+_+_MRSA252_00438_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00388_+_+_HO_5096_0412_00389_+_+_CO_F","S0385_+_+_S0385_00520_+_+_S0385_00521_+_+_CO_F"
"Cluster_1980","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02247_+_+_Newman_02248_+_+_DT","MRSA252_+_+_MRSA252_02256_+_+_MRSA252_02257_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_02176_+_+_HO_5096_0412_02177_+_+_DT","S0385_+_+_S0385_02227_+_+_S0385_02228_+_+_DT"
"Cluster_796","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01618_+_+_Newman_01619_+_+_CO_R","MRSA252_+_+_MRSA252_01681_+_+_MRSA252_01682_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01600_+_+_HO_5096_0412_01601_+_+_CO_R","S0385_+_+_S0385_01703_+_+_S0385_01704_+_+_CO_R"
"Cluster_593","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01224_+_+_Newman_01225_+_+_DT","MRSA252_+_+_MRSA252_01194_+_+_MRSA252_01195_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_01106_+_+_HO_5096_0412_01107_+_+_DT","S0385_+_+_S0385_01246_+_+_S0385_01247_+_+_DT"
"Cluster_2516","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01472_+_+_Newman_01473_+_+_CO_R","MRSA252_+_+_MRSA252_01465_+_+_MRSA252_01466_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01384_+_+_HO_5096_0412_01385_+_+_CO_R","S0385_+_+_S0385_01490_+_+_S0385_01491_+_+_CO_R"
"Cluster_582","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00156_+_+_Newman_00157_+_+_CO_F","MRSA252_+_+_MRSA252_00204_+_+_MRSA252_00205_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00181_+_+_HO_5096_0412_00182_+_+_CO_F","S0385_+_+_S0385_00227_+_+_S0385_00228_+_+_CO_F"
"Cluster_1055","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02764_+_+_Newman_02765_+_+_DT","MRSA252_+_+_MRSA252_02768_+_+_MRSA252_02769_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_02697_+_+_HO_5096_0412_02698_+_+_DT","S0385_+_+_S0385_02746_+_+_S0385_02747_+_+_DT"
"Cluster_2528","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00219_+_+_Newman_00220_+_+_DT","MRSA252_+_+_MRSA252_00269_+_+_MRSA252_00270_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_00245_+_+_HO_5096_0412_00246_+_+_DT","S0385_+_+_S0385_00291_+_+_S0385_00292_+_+_DT"
"Cluster_1086","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00058_+_+_Newman_00059_+_+_CO_F","MRSA252_+_+_MRSA252_00111_+_+_MRSA252_00112_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00082_+_+_HO_5096_0412_00083_+_+_CO_F","S0385_+_+_S0385_00127_+_+_S0385_00128_+_+_CO_F"
"Cluster_550","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02294_+_+_Newman_02295_+_+_CO_R","MRSA252_+_+_MRSA252_02305_+_+_MRSA252_02306_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_02220_+_+_HO_5096_0412_02221_+_+_CO_R","S0385_+_+_S0385_02285_+_+_S0385_02286_+_+_CO_R"
"Cluster_2271","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01518_+_+_Newman_01519_+_+_DT","MRSA252_+_+_MRSA252_01576_+_+_MRSA252_01577_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_01500_+_+_HO_5096_0412_01501_+_+_DT","S0385_+_+_S0385_01603_+_+_S0385_01604_+_+_DT"
"Cluster_877","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00951_+_+_Newman_00953_+_+_CO_F","MRSA252_+_+_MRSA252_00987_+_+_MRSA252_00989_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00897_+_+_HO_5096_0412_00899_+_+_CO_F","S0385_+_+_S0385_01041_+_+_S0385_01043_+_+_CO_F"
"Cluster_1493","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01227_+_+_Newman_01228_+_+_CO_F","MRSA252_+_+_MRSA252_01197_+_+_MRSA252_01198_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_01109_+_+_HO_5096_0412_01110_+_+_CO_F","S0385_+_+_S0385_01249_+_+_S0385_01250_+_+_CO_F"
"Cluster_2406","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02439_+_+_Newman_02440_+_+_DT","MRSA252_+_+_MRSA252_02446_+_+_MRSA252_02447_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_02358_+_+_HO_5096_0412_02359_+_+_DT","S0385_+_+_S0385_02426_+_+_S0385_02427_+_+_DT"
"Cluster_1565","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00514_+_+_Newman_00515_+_+_CO_F","MRSA252_+_+_MRSA252_00503_+_+_MRSA252_00504_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00453_+_+_HO_5096_0412_00454_+_+_CO_F","S0385_+_+_S0385_00584_+_+_S0385_00585_+_+_CO_F"
"Cluster_1317","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01192_+_+_Newman_01194_+_+_CO_F","MRSA252_+_+_MRSA252_01162_+_+_MRSA252_01164_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_01075_+_+_HO_5096_0412_01077_+_+_CO_F","S0385_+_+_S0385_01214_+_+_S0385_01216_+_+_CO_F"
"Cluster_2159","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01750_+_+_Newman_01751_+_+_CO_R","MRSA252_+_+_MRSA252_01819_+_+_MRSA252_01820_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01730_+_+_HO_5096_0412_01731_+_+_CO_R","S0385_+_+_S0385_01833_+_+_S0385_01834_+_+_CO_R"
"Cluster_2520","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02038_+_+_Newman_02039_+_+_CO_F","MRSA252_+_+_MRSA252_02046_+_+_MRSA252_02047_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_01954_+_+_HO_5096_0412_01955_+_+_CO_F","S0385_+_+_S0385_02058_+_+_S0385_02059_+_+_CO_F"
"Cluster_2120","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00509_+_+_Newman_00510_+_+_CO_F","MRSA252_+_+_MRSA252_00498_+_+_MRSA252_00499_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00448_+_+_HO_5096_0412_00449_+_+_CO_F","S0385_+_+_S0385_00579_+_+_S0385_00580_+_+_CO_F"
"Cluster_868","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01043_+_+_Newman_01044_+_+_DT","MRSA252_+_+_MRSA252_01081_+_+_MRSA252_01082_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_00990_+_+_HO_5096_0412_00991_+_+_DT","S0385_+_+_S0385_01132_+_+_S0385_01133_+_+_DT"
"Cluster_2698","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02028_+_+_Newman_02029_+_+_CO_F","MRSA252_+_+_MRSA252_02036_+_+_MRSA252_02037_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_01942_+_+_HO_5096_0412_01943_+_+_CO_F","S0385_+_+_S0385_02048_+_+_S0385_02049_+_+_CO_F"
"Cluster_1011","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00567_+_+_Newman_00568_+_+_CO_F","MRSA252_+_+_MRSA252_00559_+_+_MRSA252_00560_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00509_+_+_HO_5096_0412_00510_+_+_CO_F","S0385_+_+_S0385_00640_+_+_S0385_00641_+_+_CO_F"
"Cluster_1596","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01289_+_+_Newman_01290_+_+_DP","MRSA252_+_+_MRSA252_01259_+_+_MRSA252_01260_+_+_DP","HO_5096_0412_+_+_HO_5096_0412_01174_+_+_HO_5096_0412_01175_+_+_DP","S0385_+_+_S0385_01313_+_+_S0385_01314_+_+_DP"
"Cluster_251","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00590_+_+_Newman_00591_+_+_CO_F","MRSA252_+_+_MRSA252_00581_+_+_MRSA252_00582_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00532_+_+_HO_5096_0412_00533_+_+_CO_F","S0385_+_+_S0385_00663_+_+_S0385_00664_+_+_CO_F"
"Cluster_1118","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01277_+_+_Newman_01278_+_+_CO_F","MRSA252_+_+_MRSA252_01247_+_+_MRSA252_01248_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_01159_+_+_HO_5096_0412_01160_+_+_CO_F","S0385_+_+_S0385_01301_+_+_S0385_01302_+_+_CO_F"
"Cluster_2381","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02260_+_+_Newman_02261_+_+_CO_R","MRSA252_+_+_MRSA252_02269_+_+_MRSA252_02270_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_02187_+_+_HO_5096_0412_02188_+_+_CO_R","S0385_+_+_S0385_02238_+_+_S0385_02239_+_+_CO_R"
"Cluster_1294","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02443_+_+_Newman_02445_+_+_CO_R","MRSA252_+_+_MRSA252_02450_+_+_MRSA252_02452_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_02362_+_+_HO_5096_0412_02364_+_+_CO_R","S0385_+_+_S0385_02430_+_+_S0385_02432_+_+_CO_R"
"Cluster_2056","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02371_+_+_Newman_02372_+_+_CO_R","MRSA252_+_+_MRSA252_02377_+_+_MRSA252_02378_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_02290_+_+_HO_5096_0412_02291_+_+_CO_R","S0385_+_+_S0385_02356_+_+_S0385_02357_+_+_CO_R"
"Cluster_1413","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02036_+_+_Newman_02037_+_+_CO_R","MRSA252_+_+_MRSA252_02044_+_+_MRSA252_02045_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01952_+_+_HO_5096_0412_01953_+_+_CO_R","S0385_+_+_S0385_02056_+_+_S0385_02057_+_+_CO_R"
"Cluster_1009","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01784_+_+_Newman_01785_+_+_CO_R","MRSA252_+_+_MRSA252_01856_+_+_MRSA252_01857_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01767_+_+_HO_5096_0412_01768_+_+_CO_R","S0385_+_+_S0385_01864_+_+_S0385_01865_+_+_CO_R"
"Cluster_1990","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02399_+_+_Newman_02400_+_+_CO_R","MRSA252_+_+_MRSA252_02405_+_+_MRSA252_02406_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_02318_+_+_HO_5096_0412_02319_+_+_CO_R","S0385_+_+_S0385_02384_+_+_S0385_02385_+_+_CO_R"
"Cluster_2175","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01742_+_+_Newman_01743_+_+_DT","MRSA252_+_+_MRSA252_01811_+_+_MRSA252_01812_+_+_DT","HO_5096_0412_+_+_HO_5096_0412_01722_+_+_HO_5096_0412_01723_+_+_DT","S0385_+_+_S0385_01825_+_+_S0385_01826_+_+_DT"
"Cluster_239","","","4","4","1","","","","","","","","","Newman_+_+_Newman_01756_+_+_Newman_01757_+_+_CO_R","MRSA252_+_+_MRSA252_01831_+_+_MRSA252_01832_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_01736_+_+_HO_5096_0412_01737_+_+_CO_R","S0385_+_+_S0385_01839_+_+_S0385_01840_+_+_CO_R"
"Cluster_559","","","4","4","1","","","","","","","","","Newman_+_+_Newman_00002_+_+_Newman_00003_+_+_CO_F","MRSA252_+_+_MRSA252_00002_+_+_MRSA252_00003_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_00002_+_+_HO_5096_0412_00003_+_+_CO_F","S0385_+_+_S0385_00002_+_+_S0385_00003_+_+_CO_F"
"Cluster_1204","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02678_+_+_Newman_02679_+_+_CO_F","MRSA252_+_+_MRSA252_02681_+_+_MRSA252_02682_+_+_CO_F","HO_5096_0412_+_+_HO_5096_0412_02605_+_+_HO_5096_0412_02606_+_+_CO_F","S0385_+_+_S0385_02661_+_+_S0385_02662_+_+_CO_F"
"Cluster_2298","","","4","4","1","","","","","","","","","Newman_+_+_Newman_02779_+_+_Newman_02780_+_+_CO_R","MRSA252_+_+_MRSA252_02784_+_+_MRSA252_02785_+_+_CO_R","HO_5096_0412_+_+_HO_5096_0412_02715_+_+_HO_5096_0412_02716_+_+_CO_R","S0385_+_+_S0385_02763_+_+_S0385_02764_+_+_CO_R"
